	expr	job_title	location_company	name_company	salary	time	url	url_company
12	2年以上 本科或以上	产品经理 	北京	云智慧北京	18-36万	1个月前	https://m.liepin.com/job/1917435525.shtml	https://m.liepin.com/company/7855878/
13	经验不限 学历不限	射频工程师（生态链） 	北京-海淀区	小米	18-36万	1个月前	https://m.liepin.com/job/1918813789.shtml	https://m.liepin.com/company/2174886/
14	3年以上 本科或以上	产品专家 	上海,北京,广州	国内知名互联网汽车解决方案供应商	45-75万	1个月前	https://m.liepin.com/a/13954665.shtml	
15	3年以上 本科或以上	技术产品经理（TPM） 	北京	旷视科技	24-48万	1个月前	https://m.liepin.com/job/1918758519.shtml	https://m.liepin.com/company/7858396/
16	10年以上 本科或以上	Sales VP（智能家居方向） 	北京-朝阳区	广州小狗机器人技术有限公司北京分公司	70-112万	1个月前	https://m.liepin.com/job/1918747979.shtml	https://m.liepin.com/company/9092852/
17	1年以上 本科或以上	产品经理 	北京	北京特微智能科技有限公司	8-18万	1个月前	https://m.liepin.com/job/1910754524.shtml	https://m.liepin.com/company/8632937/
18	5年以上 本科或以上	销售总监 	深圳,北京	知名制造业旗下工业互联网平台厂商	42-78万	1个月前	https://m.liepin.com/a/13941557.shtml	
19	3年以上 本科或以上	AI软件产品经理 	北京	某芯片公司	52-90万	1个月前	https://m.liepin.com/a/13879595.shtml	
20	5年以上 本科或以上	iOS/Android技术经理 	北京,上海,深圳	北京某新闻资讯+互动短视频公司	36-60万	1个月前	https://m.liepin.com/a/13804475.shtml	
21	10年以上 本科或以上	产品总监 	北京,上海,广州	北京某安防科技有限公司	48-79万	1个月前	https://m.liepin.com/a/13750565.shtml	
22	4年以上 本科或以上	集车载集成产品专家/经理-车联网 	北京	国内知名数字地图内容、导航和位置服务解决方案提供商	32-65万	1个月前	https://m.liepin.com/a/13789739.shtml	
23	3年以上 本科或以上	产品经理 	北京-西城区	国内某国企支付公司	30-48万	1个月前	https://m.liepin.com/a/13783163.shtml	
24	5年以上 硕士或以上	AIOT高级产品经理 	北京-朝阳区	乐视网信息技术（北京）股份有限公司	面议	1个月前	https://m.liepin.com/job/1917542827.shtml	https://m.liepin.com/company/8638097/
25	5年以上 学历不限	产品专家（服务在线化方向） 	北京-海淀区	国内知名互联网公司	36-60万	1个月前	https://m.liepin.com/a/13756911.shtml	
26	3年以上 本科或以上	硬件产品经理 	北京	秒针信息技术有限公司	面议	1个月前	https://m.liepin.com/job/1915839941.shtml	https://m.liepin.com/company/1830712/
27	1年以上 本科或以上	技术产品总监 	北京	旷视科技	30-42万	1个月前	https://m.liepin.com/job/1918386191.shtml	https://m.liepin.com/company/7858396/
28	3年以上 本科或以上	交互设计师 	北京-海淀区	知名汽车金融公司	30-60万	1个月前	https://m.liepin.com/a/13728341.shtml	
29	8年以上 本科或以上	产品总监 	北京	AI 计算机视觉四小龙	98-140万	1个月前	https://m.liepin.com/a/13711225.shtml	
30	8年以上 本科或以上	智能驾驶各方向技术专家，技术带头人 	广东,上海,北京	某汽车集团公司	120-180万	1个月前	https://m.liepin.com/a/13697345.shtml	
31	5年以上 本科或以上	产品总监 	北京	AI独角兽	225-300万	1个月前	https://m.liepin.com/a/13664653.shtml	
32	3年以上 本科或以上	AI产品经理/通信网络产品经理 	北京	中国移动通信有限公司研究院	面议	1个月前	https://m.liepin.com/job/1918183387.shtml	https://m.liepin.com/company/9122701/
33	3年以上 本科或以上	产品经理 	北京-海淀区,上海-静安区,成都-武侯区	国内某科技有限公司	30-42万	1个月前	https://m.liepin.com/a/13631313.shtml	
34	5年以上 本科或以上	产品总监 	北京-朝阳区	国内知名互联网股份公司	35-56万	1个月前	https://m.liepin.com/a/13572687.shtml	
35	4年以上 本科或以上	产品经理  （呼叫中心） 	北京	用友网络科技股份有限公司	面议	1个月前	https://m.liepin.com/job/1916895009.shtml	https://m.liepin.com/company/5634845/
36	3年以上 本科或以上	呼叫中心后端开发工程师 	北京-西城区	国内某互联网公司	32-64万	1个月前	https://m.liepin.com/a/13487385.shtml	
37	3年以上 本科或以上	ESE-北京-智能客服运营专家 	北京	滴滴	15-45万	1个月前	https://m.liepin.com/job/1917921215.shtml	https://m.liepin.com/company/8076624/
38	4年以上 本科或以上	产品经理 	北京	博彦科技	面议	1个月前	https://m.liepin.com/job/1917767459.shtml	https://m.liepin.com/company/878518/
39	3年以上 本科或以上	车联网产品经理 	北京-海淀区	国内知名互联网公司	32-64万	1个月前	https://m.liepin.com/a/13345845.shtml	
40	3年以上 本科或以上	AI产品测试经理 	北京	北京智能一点科技有限公司	18-24万	1个月前	https://m.liepin.com/job/1917651241.shtml	https://m.liepin.com/company/9097203/
41	3年以上 本科或以上	高级产品经理 	北京-海淀区	佳讯飞鸿（北京）智能科技研究院有限公司	面议	1个月前	https://m.liepin.com/job/1917641703.shtml	https://m.liepin.com/company/9266690/
42	1年以上 本科或以上	产品经理（音乐产品线） 	北京	北京网梯科技发展有限公司	12-24万	1个月前	https://m.liepin.com/job/1917615795.shtml	https://m.liepin.com/company/1030394/
43	5年以上 本科或以上	产品经理/助理（大数据方向） 	北京	北京航天智造科技发展有限公司	14-30万	1个月前	https://m.liepin.com/job/1915697276.shtml	https://m.liepin.com/company/8624904/
44	3年以上 本科或以上	1.硬件工程师（PCB Layout工程师） 	北京	中国科学院自动化研究所	7-18万	1个月前	https://m.liepin.com/job/1916685709.shtml	https://m.liepin.com/company/8809978/
45	1年以上 硕士或以上	车联网研发工程师-业务及产品孵化 	北京-海淀区	中国联合网络通信有限公司网络技术研究院	面议	1个月前	https://m.liepin.com/job/1916648003.shtml	https://m.liepin.com/company/9715735/
46	10年以上 本科或以上	AI产品总监 	北京-朝阳区	南京硅基智能科技有限公司	60-72万	1个月前	https://m.liepin.com/job/1917291771.shtml	https://m.liepin.com/company/9410150/
